id	width	height	ar	flags
1121c49c-fee6-4ffd-ba93-693d4caa6ae3	3352	4772	0.7024	1
a667e569-1116-4165-b33f-3c6d83ad4793	3294	4857	0.6782	1
ac07bc1c-2c12-439d-bcae-5ba4d41372b7	3352	4772	0.7024	1
358c7820-1767-43b2-bc74-b9ad8f9e6f8c	3398	4708	0.7218	1
b8c78865-be1b-4027-b32b-a8f56224c3eb	4852	3297	1.4716	2
0953a2e2-2074-40a7-88cf-02be5b8ae148	3323	4814	0.6903	1
94685f41-f5c2-434b-8a0b-192500a016d1	3375	4740	0.712	1
aa416c6e-a0b1-4cc0-b77c-86dab75183a5	4894	3269	1.4971	2
8e7cec0e-89c2-4d4a-8567-4a6938085573	4899	3266	1.5	2
9527964b-7fa1-4f0a-80ce-9aab859e02f0	4895	3268	1.4979	2
ec13afc2-d8f8-43d7-add7-dbdec1ef713c	4509	3547	1.2712	2
9018c36f-f11b-4fad-96e3-a8509fe8a39e	4779	3348	1.4274	2
f5518adf-ae57-4ceb-98ed-88d357c883b2	4898	3265	1.5002	2
831f170e-4eb2-4c3e-b2a4-96e8f5069971	4775	3351	1.4249	2
481d935e-ee32-4214-a001-051734a0efaa	4851	3298	1.4709	2
cc0038c4-ab7f-412a-9ae7-515cd041f0d3	4652	3439	1.3527	2
e1c3dd2c-81b8-498e-9cd4-ac40fcb9cec2	4680	3418	1.3692	2
772f5773-b3eb-4bd6-b2b6-8b1d83e7f844	4676	3421	1.3669	2
931311c9-7837-454d-a2d3-b532f6496add	4726	3385	1.3962	2
4175dd0d-ad4b-4c88-b7e1-22f084b47b3e	3463	4619	0.7497	1
f3726b62-b03d-46d6-ad5a-35fc205a33d1	4653	3437	1.3538	2
5571e72e-7dbf-4e98-8fcb-44015e381b8a	4662	3431	1.3588	2
10dd7489-4e1f-4945-a7d2-d508aa16bee1	4781	3345	1.4293	2
e7da5e55-5937-4abe-b3bb-268945ed198e	3386	4724	0.7168	1
73192e40-9ce6-4077-a14a-05170d81926b	3165	5190	0.6098	1
f79c5577-1c40-4a38-9ba7-c1e9d3ab36da	2583	4689	0.5509	1
93dff1b6-cf33-405a-a7b8-45b1f9a68087	2583	4689	0.5509	1
438593cb-8091-4f2e-b5da-8571a8669279	3152	5075	0.6211	1
2163e8fc-d0bc-4ba9-8f8f-098c66819281	2664	3391	0.7856	1
2bc31be0-1dc2-4c2f-83a2-d3375a059897	3109	5145	0.6043	1
